,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_z,tenure_z,TotalCharges_z
2975,2980,Female,Yes,No,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.45,1866.45,No,-1.3079518860712882,1.6125732136881425,-0.18390918932096934
6318,6327,Male,Yes,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,No,0.8792692876465931,-0.18016108246950976,0.08839171413894166
5599,5608,Female,Yes,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.15,701.05,No,-0.35395116136455285,-0.791320501614164,-0.69806906114887
4612,4620,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,No,1.695322172369602,1.6125732136881425,2.6686766037781013
6204,6213,Female,Yes,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,387.7,No,-1.4841262359300234,-0.5468567339563023,-0.836315153338052
1536,1541,Male,Yes,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.85,1434.1,No,-1.494098368940895,1.6125732136881425,-0.37465658985708816
2025,2030,Male,Yes,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,-0.1279161464514586,-1.2395040756535771,-0.9479797007549403
5649,5658,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,No,0.9374400635433452,-0.3431369275747509,-0.015552052638691206
3844,3851,Female,Yes,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.25,864.2,No,-1.5140426349626388,0.5532302205040753,-0.6260893262177545
2514,2519,Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,0.8859173763205076,-1.2395040756535771,-0.931721942665994
2940,2945,Male,Yes,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No,0.35905634891278065,-0.9542963467194051,-0.7154959660203322
3319,3324,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,0.3573943267443021,-1.2802480369298874,-0.9740318205691134
1826,1831,Female,Yes,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,-0.041490993690569876,-0.42462485012737144,-0.39773069428183433
3833,3840,Male,Yes,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.65,1740.8,No,-1.3013037973973738,1.2866215234776603,-0.23934439431082327
3258,3263,Female,Yes,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,0.6981088712824219,0.797693988161937,0.9485528554717599
6357,6366,Female,Yes,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,4378.8,No,0.11640111231490027,1.2866215234776603,0.9245081386237931
5632,5641,Male,Yes,No,Yes,39,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.45,958.45,No,-1.3079518860712882,0.2680224915699033,-0.5845074076320503
5343,5352,Male,Yes,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,No,1.1252485685814309,-0.26164900502213034,0.11192906540204313
135,135,Female,Yes,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1188.2,No,-1.2996417752288951,0.4309983366751445,-0.48314458752525424
5259,5268,Male,Yes,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,0.7346733589889521,1.4903413298592119,1.7253957440203849
6549,6558,Male,Yes,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes,-1.4808021915930663,-0.6690886177852331,-0.8628966981103455
333,333,Female,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,0.3008855730160285,-1.0357842692720256,-0.7818064420249087
3935,3942,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,42.9,Yes,-0.7279061492722454,-1.2802480369298874,-0.9884365913046386
6601,6610,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,No,0.5086383440758576,-1.1172721918246462,-0.8315282693417136
2147,2152,Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,-0.4885749570113221,-1.2802480369298874,-0.9852600415559164
6731,6741,Female,Yes,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,Yes,1.0371613936520632,-0.8320644628904743,-0.5387783268744033
997,1000,Female,Yes,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,Yes,1.0155551054618408,-1.0357842692720256,-0.7157827378726473
1938,1943,Male,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,-0.498547090022194,-1.2802480369298874,-0.9853923977954464
820,822,Male,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,No,1.273168541576029,0.5939741817803856,1.149734339557501
5393,5402,Female,Yes,Yes,Yes,9,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,191.1,No,-1.477478147256109,-0.9542963467194051,-0.9230526089767728
5404,5413,Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,No,0.9706805069129179,-0.7098325790615434,-0.34317786422218105
3895,3902,Female,Yes,No,No,1,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.9,29.9,No,-1.16003191307669,-1.2802480369298874,-0.9941720283509426
4864,4872,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,0.6681924722498068,1.6125732136881425,1.668570798515465
1948,1953,Male,Yes,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,0.35074623807038746,-1.2802480369298874,-0.9741200580621336
3655,3661,Female,Yes,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,No,0.7562796471791741,0.7569500268856267,0.9673474414850329
3230,3235,Female,Yes,No,No,61,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,-0.701313794576587,1.1643896396487294,0.18232052545879757
4852,4860,Male,Yes,Yes,Yes,13,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,No,-0.8060211911907411,-0.791320501614164,-0.7469085135354743
1708,1713,Male,Yes,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,No,-0.1146199691036296,0.797693988161937,0.39100219645124396
3171,3176,Female,Yes,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.5,1281.25,No,-1.3062898639028098,0.7569500268856267,-0.44209209389767046
5007,5015,Female,Yes,No,No,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,0.0067076491953105815,0.06430268518835193,-0.0555015776035243
4887,4895,Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,0.6765025830921999,0.4717422979514547,0.6120150570932439
1527,1532,Male,Yes,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.6,300.4,No,-1.5024084797832884,-0.7505765403378537,-0.8748308190413089
116,116,Female,Yes,No,No,36,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,-1.1218054032016815,0.1457906077409725,-0.5104320322417084
1356,1361,Male,Yes,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,0.45379161251606304,-1.1580161531009565,-0.8617496107010848
483,483,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No,1.4526669357717215,1.6125732136881425,2.5238126996124146
3238,3243,Female,Yes,No,No,19,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,-0.8342755680548777,-0.5468567339563023,-0.6940983739629673
208,208,Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1.3895100933695332,-0.5468567339563023,-0.1539084416941483
2736,2741,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes,0.8210985117498408,-1.1172721918246462,-0.7966082814790241
6732,6742,Male,Yes,Yes,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.2,4016.3,No,0.4787219450432425,0.797693988161937,0.764577682524931
4199,4206,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,1.7285626157391745,1.6125732136881425,2.7236485619296
2616,2621,Male,Yes,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,0.47539790070628496,1.5718292524118322,1.4477785316060152
2084,2089,Female,Yes,No,No,50,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,No,-0.8342755680548777,0.7162060656093164,-0.15465846038481884
450,450,Female,Yes,No,No,64,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.7,1642.75,No,-1.3328822185984677,1.2866215234776603,-0.28260282526390856
2293,2298,Male,Yes,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,No,0.4787219450432425,1.4903413298592119,1.3841592991385503
6202,6211,Female,Yes,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,Yes,0.6964468491139434,-1.1172721918246462,-0.7995862968684512
4038,4045,Female,Yes,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914.0,Yes,0.20615030941274656,-0.7505765403378537,-0.6041181904557591
812,814,Male,Yes,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,-1.4874502802669807,-1.1172721918246462,-0.9658257337182478
3251,3256,Male,Yes,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,0.6681924722498068,1.1643896396487294,1.3152678764631371
5733,5742,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,No,1.6521095959891574,1.6125732136881425,2.6685883662850816
5530,5539,Male,Yes,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.95,433.5,No,-1.4907743246039378,-0.42462485012737144,-0.8161087674364578
1793,1798,Male,Yes,No,No,35,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),26.2,954.9,No,-1.2830215535441087,0.10504664646466222,-0.5860736231331564
1167,1171,Male,Yes,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,0.9839766842607471,1.1236456783724194,1.4678084425215692
2602,2607,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,0.16459975520078074,-1.2802480369298874,-0.9765907078666953
3980,3987,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Yes,0.3889727479453962,-0.8728084241667845,-0.6376704971766376
4426,4434,Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No,0.8609870437933281,-0.6690886177852331,-0.40077488779102644
3016,3021,Male,Yes,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,107.05,No,-1.4907743246039378,-1.1172721918246462,-0.9601344154184537
3204,3209,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,0.9656944404074818,-1.2802480369298874,-0.9659580899577779
1426,1431,Female,Yes,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No,0.0017215826898744927,0.4309983366751445,0.2756978524472779
3159,3164,Male,Yes,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,1.2166597878477559,-0.05792919864057891,0.3795754411051459
2500,2505,Female,Yes,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.1,682.1,No,-1.485788258098502,0.06430268518835193,-0.7064295636125208
940,943,Female,Yes,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,0.023327870880096913,1.6125732136881425,1.1631464384965504
3130,3135,Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,1.155164967614046,0.22727853029359305,0.6401407579933885
3161,3166,Male,Yes,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,-0.5317875333917667,-0.7505765403378537,-0.7142385817447963
1446,1451,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,No,0.15628964435838757,-0.5876006952326126,-0.4782032879161307
3136,3141,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1.0072449946194475,-1.2395040756535771,-0.9278394929731111
928,930,Female,Yes,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,0.3424361272279943,-0.6690886177852331,-0.47226931651053167
6948,6959,Female,Yes,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.1,3342.0,No,0.8078023344020117,0.22727853029359305,0.4670849748077922
1981,1986,Female,Yes,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0.9474121965542169,1.4903413298592119,1.8153759275275927
1572,1577,Female,Yes,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1.123586546412952,-0.6283446565089229,-0.25516096493466933
5877,5886,Female,Yes,Yes,Yes,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,948.9,No,-1.4974224132778524,0.5939741817803856,-0.5887207479237583
4091,4098,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,-1.4824642137615447,-1.2802480369298874,-0.9984515467624158
5566,5575,Male,Yes,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,0.45046756817910544,1.5310852911355222,1.395321342005588
3951,3958,Male,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Yes,0.3008855730160285,-0.6690886177852331,-0.4407905908756245
1050,1053,Female,Yes,No,No,5,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes,-0.8409236567287923,-1.1172721918246462,-0.9143832752875517
6209,6218,Female,Yes,Yes,Yes,70,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,No,-0.21267927704386905,1.5310852911355222,0.8073066885198956
596,597,Male,Yes,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,0.024989893048575452,-1.1580161531009565,-0.9027138668356485
3657,3663,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,No,0.7845340240433111,-0.9542963467194051,-0.6594430985793379
4526,4534,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,No,-0.525139444717852,-1.2802480369298874,-0.9857453477675268
3665,3671,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,0.3424361272279943,-1.2802480369298874,-0.9742303549284087
6862,6873,Female,Yes,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6185.8,No,0.8061403122335331,1.4495973685829016,1.7217338880600523
2087,2092,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9,No,0.49035610022259274,1.6125732136881425,1.556332707393946
3417,3423,Male,Yes,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,-0.47195473532653576,-1.2802480369298874,-0.9850394478233663
2484,2489,Female,Yes,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,No,0.45379161251606304,1.4495973685829016,1.3456436334352935
4381,4389,Male,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,1.183419344478183,-0.09867315991688919,0.28807316084334167
3663,3669,Male,Yes,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,No,1.5523882658804395,0.4717422979514547,1.161139035530344
715,716,Female,Yes,Yes,No,71,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,-0.2176653435493049,1.5718292524118322,0.8217555780019308
2973,2978,Male,Yes,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,No,0.703094937787858,-0.3431369275747509,-0.07771536647132485
3416,3422,Female,Yes,No,No,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,-0.2143412992123476,1.5310852911355222,0.8519107412415371
551,552,Male,Yes,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,1153.25,No,-1.5107185906256815,0.9199258719908678,-0.49856408943051006
3633,3639,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,No,1.1867433888151402,1.1236456783724194,1.6525556935323236
4577,4585,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Yes,0.6731785387552424,-1.2802480369298874,-0.9698405396506605
2116,2121,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,20.45,No,-1.4741541029191516,-1.2802480369298874,-0.9983412498961407
6784,6795,Female,Yes,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.1,4600.95,No,0.6748405609237209,0.9199258719908678,1.0225179339958268
282,282,Female,Yes,No,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.4,25.4,No,-1.3096139082397669,-1.2802480369298874,-0.996157371943894
4154,4161,Male,Yes,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,-0.4935610235167579,-1.2395040756535771,-0.9601123560451988
626,627,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.6,6819.45,No,1.323029206630388,1.368109446030281,2.001292325320863
1764,1769,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,No,0.9457501743857384,1.5718292524118322,1.9351142055558166
6174,6183,Male,Yes,Yes,Yes,44,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No,-0.34896509485911703,0.4717422979514547,0.014911941826485038
740,741,Female,Yes,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0.5202724992552084,-1.2395040756535771,-0.9468767320921895
3354,3360,Male,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,0.6116837185215331,-0.791320501614164,-0.5394401080720538
6,6,Male,Yes,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,No,0.8078023344020117,-0.42462485012737144,-0.14731268909089865
943,946,Male,Yes,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,77.6,No,-1.472492080750673,-1.1580161531009565,-0.973127386265658
5197,5205,Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,No,0.8776072654781145,0.18653456901728277,0.48486482965133476
3509,3515,Male,Yes,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,No,-0.30907656281562973,-0.6283446565089229,-0.5952282630339878
6199,6208,Male,Yes,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,0.5319066544345585,1.1643896396487294,1.1371825561753974
140,140,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0.7728998688639604,1.6125732136881425,1.8275527015643613
6301,6310,Female,Yes,No,No,60,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,No,-0.6763834620494076,1.1236456783724194,0.21644637588430646
518,519,Male,Yes,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.05,265.45,No,-1.4874502802669807,-0.8320644628904743,-0.8902503209465648
3187,3192,Male,Yes,No,No,58,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,-1.5173666792995961,1.0421577558197987,-0.5505139134460715
4406,4414,Female,Yes,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,452.2,No,-1.4641819699082799,-0.46536881140368175,-0.807858561839082
2017,2022,Female,Yes,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No,0.7130670707987297,-0.6690886177852331,-0.41612821157651725
477,477,Female,Yes,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,No,0.3623803932497382,-1.0357842692720256,-0.7629236185186155
3033,3038,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,No,1.3562696499999605,1.4088534073065913,2.130427896355724
1803,1808,Female,Yes,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,0.47705992287476395,-0.38388088885106114,-0.267514213957478
1395,1400,Male,Yes,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,58.3,No,-1.4907743246039378,-1.1987601143772668,-0.9816423043420938
3224,3229,Female,Yes,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,0.9773285955868325,-0.8320644628904743,-0.5458373263160082
